Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Insol,Ratio H/L MSZ08-2_Insol,Ratio H/L MSZ08-3_Insol,Log2 Ratio H/L MSZ08-1_Insol,Log2 Ratio H/L MSZ08-2_Insol,Log2 Ratio H/L MSZ08-3_Insol,rank,percent rank,Average Log2 Ratio H/L Insol,Insol Average after TCL Median correction
YNL232W,YNL232W,">YNL232W CSL4 SGDID:S000005176, Chr XIV from 214923-215801, Genome Release 64-1-1, Verified ORF, Exosome non-catalytic core component; involved in 3-5 RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain an S1 RNA b",34.746,28.033,49.903,5.118774998,4.80905424,5.641054643,80,0.031274433,5.18962796,5.709362839
YOR250C,YOR250C,">YOR250C CLP1 SGDID:S000005776, Chr XV from 802307-800970, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of cleavage factor I (CFI), involved in both the endonucleolyitc cleavage and polyadenylation steps of mRNA 3-end maturation",97.994,18.84,25.842,6.614621513,4.23572706,4.691645824,81,0.031665364,5.180664799,5.700399678
YOR354C,YOR354C,">YOR354C MSC6 SGDID:S000005881, Chr XV from 1003225-1001147, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-t",33.341,35.623,39.794,5.059225471,5.154737113,5.314479018,82,0.032056294,5.176147201,5.69588208
YOL022C,YOL022C,">YOL022C TSR4 SGDID:S000005382, Chr XV from 281498-280272, Genome Release 64-1-1, reverse complement, Verified ORF, Cytoplasmic protein required for correct processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in S288C back",35.093,33.706,38.162,5.13311138,5.074933523,5.254064877,83,0.032447224,5.154036593,5.673771473
YML071C,YML071C,">YML071C COG8 SGDID:S000004536, Chr XIII from 131572-129749, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein traffi",56.351,29.307,27.014,5.816369307,4.87317339,4.755635372,84,0.032838155,5.14839269,5.668127569
YML069W,YML069W,">YML069W POB3 SGDID:S000004534, Chr XIII from 135500-137158, Genome Release 64-1-1, Verified ORF, Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), which associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes",32.191,32.056,42.658,5.008585489,5.00252251,5.414744422,85,0.033229085,5.141950807,5.661685686
YMR130W,YMR130W,">YMR130W YMR130W SGDID:S000004737, Chr XIII from 532119-533027, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; YMR130W is not an essential gene",33.446,35.121,36.687,5.063761776,5.134262018,5.197197031,86,0.033620016,5.131740275,5.651475154
YNL207W,YNL207W,">YNL207W RIO2 SGDID:S000005151, Chr XIV from 255353-256630, Genome Release 64-1-1, Verified ORF, Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p",37.862,33.366,33.981,5.242678716,5.060306838,5.086656404,87,0.034010946,5.129880653,5.649615532
YBR025C,YBR025C,">YBR025C OLA1 SGDID:S000000229, Chr II from 291865-290681, Genome Release 64-1-1, reverse complement, Verified ORF, P-loop ATPase with similarity to human OLA1 and bacterial YchF; identified as specifically interacting with the proteasome; protein levels ",32.758,36.105,36.288,5.033775373,5.174126737,5.18142064,88,0.034401876,5.12977425,5.649509129
YPR040W,YPR040W,">YPR040W TIP41 SGDID:S000006244, Chr XVI from 647305-648375, Genome Release 64-1-1, Verified ORF, Protein that interacts physically and genetically with Tap42p, which regulates protein phosphatase 2A; component of the TOR (target of rapamycin) signaling p",34.276,22.59,55.293,5.099126852,4.497612366,5.789024944,89,0.034792807,5.128588054,5.648322933
YMR067C,YMR067C,">YMR067C UBX4 SGDID:S000004671, Chr XIII from 405573-404323, Genome Release 64-1-1, reverse complement, Verified ORF, UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p",31.749,40.19,33.141,4.988639247,5.328764672,5.05054523,90,0.035183737,5.122649716,5.642384596
YOR367W,YOR367W,">YOR367W SCP1 SGDID:S000005894, Chr XV from 1026007-1026609, Genome Release 64-1-1, Verified ORF, Component of yeast cortical actin cytoskeleton, binds and cross links actin filaments; originally identified by its homology to calponin (contains a calponin",32.342,36.857,35.408,5.015336991,5.203866742,5.146003451,91,0.035574668,5.121735728,5.641470607
YJL049W,YJL049W,">YJL049W YJL049W SGDID:S000003585, Chr X from 345973-347325, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; YJL049W is a non-essential gene",16.351,60.723,42.441,4.031306966,5.924171163,5.407386744,92,0.035965598,5.120954958,5.640689837
YER174C,YER174C,">YER174C GRX4 SGDID:S000000976, Chr V from 539168-538434, Genome Release 64-1-1, reverse complement, Verified ORF, Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; monothiol glutaredoxin subfamily member along with Grx",28.353,38.386,37.721,4.825429488,5.262508327,5.237296018,93,0.036356529,5.108411278,5.628146157
YNL016W,YNL016W,">YNL016W PUB1 SGDID:S000004961, Chr XIV from 602907-604268, Genome Release 64-1-1, Verified ORF, Poly (A)+ RNA-binding protein, abundant mRNP-component protein that binds mRNA and is required for stability of many mRNAs; component of glucose deprivation i",40.831,31.504,31.638,5.351592996,4.977463111,4.983586497,94,0.036747459,5.104214202,5.623949081
YNL108C,YNL108C,">YNL108C YNL108C SGDID:S000005052, Chr XIV from 419826-419014, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function with similarity to Tfc7p and prokaryotic phosphotransfer enzymes; null mutant shows alterat",46.431,18.682,45.977,5.537016448,4.223577006,5.522840428,95,0.037138389,5.094477961,5.61421284
YBR244W,YBR244W,">YBR244W GPX2 SGDID:S000000448, Chr II from 707528-708016, Genome Release 64-1-1, Verified ORF, Phospholipid hydroperoxide glutathione peroxidase induced by glucose starvation that protects cells from phospholipid hydroperoxides and nonphospholipid peroxi",40.19,30.796,31.805,5.328764672,4.944671071,4.991181681,96,0.03752932,5.088205808,5.607940687
YBR172C,YBR172C,">YBR172C SMY2 SGDID:S000000376, Chr II from 581372-579150, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the",39.806,32.135,30.171,5.314914001,5.006073567,4.915090609,97,0.03792025,5.078692726,5.598427605
YER183C,YER183C,">YER183C FAU1 SGDID:S000000985, Chr V from 553969-553334, Genome Release 64-1-1, reverse complement, Verified ORF, 5,10-methenyltetrahydrofolate synthetase, involved in folic acid biosynthesis",32.859,30.457,38.288,5.03821667,4.928701939,5.258820397,98,0.038311181,5.075246335,5.594981215
YPL106C,YPL106C,">YPL106C SSE1 SGDID:S000006027, Chr XVI from 352275-350194, Genome Release 64-1-1, reverse complement, Verified ORF, ATPase that is a component of the heat shock protein Hsp90 chaperone complex; binds unfolded proteins; member of the heat shock protein 70",31.526,29.298,41.422,4.978470228,4.872730279,5.372325309,99,0.038702111,5.074508605,5.594243484
YML109W,YML109W,">YML109W ZDS2 SGDID:S000004577, Chr XIII from 51640-54468, Genome Release 64-1-1, Verified ORF, Protein with a role in regulating Swe1p-dependent polarized growth; interacts with Cdc55p; interacts with silencing proteins at the telomere; implicated in the",15.763,72.535,33.419,3.978470228,6.180605395,5.062596659,100,0.039093041,5.073890761,5.59362564
YBL058W,YBL058W,">YBL058W SHP1 SGDID:S000000154, Chr II from 111437-112708, Genome Release 64-1-1, Verified ORF, UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p; interacts with ubiquitylated protei",59.536,16.636,38.528,5.89569039,4.056236685,5.267835392,101,0.039483972,5.073254156,5.592989035
YJL055W,YJL055W,">YJL055W YJL055W SGDID:S000003591, Chr X from 333357-334094, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function, proposed to be involved in the metabolism of purine and pyrimidine base analogues; deletion mutants are sensitiv",28.348,32.085,41.806,4.825175049,5.003827078,5.385638108,102,0.039874902,5.071546745,5.591281624
YLR287C,YLR287C,">YLR287C YLR287C SGDID:S000004277, Chr XII from 712058-710991, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR287C is not ",31.734,32.713,36.387,4.987957476,5.031792165,5.185351205,103,0.040265833,5.068366949,5.588101828
YDR298C,YDR298C,">YDR298C ATP5 SGDID:S000002706, Chr IV from 1058814-1058176, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase, which is an evolutionarily conserved enzyme complex required for ATP sy",40.7,10.869,85.171,5.346956889,3.442147307,6.412290384,104,0.040656763,5.067131526,5.586866406
YMR273C,YMR273C,">YMR273C ZDS1 SGDID:S000004886, Chr XIII from 813980-811233, Genome Release 64-1-1, reverse complement, Verified ORF, Protein with a role in regulating Swe1p-dependent polarized growth; interacts with silencing proteins at the telomere; has a role in Bcy1",19.216,39.391,49.579,4.264236151,5.299794137,5.631657268,105,0.041047694,5.065229185,5.584964065
YHR064C,YHR064C,">YHR064C SSZ1 SGDID:S000001106, Chr VIII from 227141-225525, Genome Release 64-1-1, reverse complement, Verified ORF, Hsp70 protein that interacts with Zuo1p (a DnaJ homolog) to form a ribosome-associated complex that binds the ribosome via the Zuo1p subu",32.741,29.131,39.329,5.033026481,4.864483322,5.297521599,106,0.041438624,5.065010467,5.584745347
YLR244C,YLR244C,">YLR244C MAP1 SGDID:S000004234, Chr XII from 626331-625168, Genome Release 64-1-1, reverse complement, Verified ORF, Methionine aminopeptidase, catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially",28.011,44.068,30.165,4.807921584,5.461659517,4.914803677,107,0.041829554,5.061461593,5.581196472
YPL084W,YPL084W,">YPL084W BRO1 SGDID:S000006005, Chr XVI from 394038-396572, Genome Release 64-1-1, Verified ORF, Cytoplasmic class E vacuolar protein sorting (VPS) factor that coordinates deubiquitination in the multivesicular body (MVB) pathway by recruiting Doa4p to en",42.662,39.75,21.91,5.414879696,5.312882955,4.453517579,108,0.042220485,5.060426743,5.580161623
YHR114W,YHR114W,">YHR114W BZZ1 SGDID:S000001156, Chr VIII from 338083-339984, Genome Release 64-1-1, Verified ORF, SH3 domain protein implicated in the regulation of actin polymerization, able to recruit actin polymerization machinery through its SH3 domains, colocalizes ",39.935,32.236,28.489,5.319581809,5.010600833,4.832333077,109,0.042611415,5.054171906,5.573906786
YDR391C,YDR391C,">YDR391C YDR391C SGDID:S000002799, Chr IV from 1258056-1257358, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function, possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stre",31.771,28.793,39.86,4.989638595,4.847646209,5.316869805,110,0.043002346,5.05138487,5.571119749
YGR123C,YGR123C,">YGR123C PPT1 SGDID:S000003355, Chr VII from 738203-736662, Genome Release 64-1-1, reverse complement, Verified ORF, Protein serine/threonine phosphatase with similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during",53.049,30.186,22.719,5.729253651,4.91580769,4.505827429,111,0.043393276,5.050296257,5.570031136
YJR093C,YJR093C,">YJR093C FIP1 SGDID:S000003853, Chr X from 604203-603220, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of cleavage polyadenylation factor (CPF), interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging fact",26.073,26.55,52.369,4.704484686,4.730639956,5.710641151,112,0.043784206,5.048588598,5.568323477
YMR178W,YMR178W,">YMR178W YMR178W SGDID:S000004790, Chr XIII from 618479-619303, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in ",37.146,35.086,27.721,5.21513496,5.132823577,4.792907397,113,0.044175137,5.046955311,5.56669019
YIL053W,YIL053W,">YIL053W RHR2 SGDID:S000001315, Chr IX from 255115-255867, Genome Release 64-1-1, Verified ORF, Constitutively expressed isoform of DL-glycerol-3-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and, along with the Hor",41.89,23.832,35.859,5.388533979,4.574828124,5.164263351,114,0.044566067,5.042541818,5.562276697
YDR061W,YDR061W,">YDR061W YDR061W SGDID:S000002468, Chr IV from 574164-575783, Genome Release 64-1-1, Uncharacterized ORF, Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activa",23.96,16.799,88.777,4.582556003,4.070303451,6.472114052,115,0.044956998,5.041657835,5.561392715
YPL199C,YPL199C,">YPL199C YPL199C SGDID:S000006120, Chr XVI from 172755-172033, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function, predicted to be palmitoylated",36.694,31.553,29.991,5.197472276,4.979705275,4.906457722,116,0.045347928,5.027878424,5.547613304
YER068W,YER068W,">YER068W MOT2 SGDID:S000000870, Chr V from 293050-294813, Genome Release 64-1-1, Verified ORF, Subunit of the CCR4-NOT complex, which has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; with Ubc4p, ubiquitinate",41.813,46.615,17.704,5.385879652,5.542722362,4.146003451,117,0.045738858,5.024868488,5.544603368
YLR309C,YLR309C,">YLR309C IMH1 SGDID:S000004300, Chr XII from 751769-749034, Genome Release 64-1-1, reverse complement, Verified ORF, Protein involved in vesicular transport, mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization ",10.447,43.392,75.514,3.385016807,5.439357178,6.238672234,118,0.046129789,5.021015407,5.540750286
YER042W,YER042W,">YER042W MXR1 SGDID:S000000844, Chr V from 234937-235491, Genome Release 64-1-1, Verified ORF, Methionine-S-sulfoxide reductase, involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR2; invol",31.966,32.372,32.871,4.998466322,5.016674595,5.038743442,119,0.046520719,5.017961453,5.537696332
YGL245W,YGL245W,">YGL245W GUS1 SGDID:S000003214, Chr VII from 39023-41149, Genome Release 64-1-1, Verified ORF, Glutamyl-tRNA synthetase (GluRS), forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both",28.39,32.047,36.594,4.827310944,5.002117404,5.193535217,120,0.04691165,5.007654521,5.527389401
YOR168W,YOR168W,">YOR168W GLN4 SGDID:S000005694, Chr XV from 649303-651732, Genome Release 64-1-1, Verified ORF, Glutamine tRNA synthetase, monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Glu); N-terminal domain proposed to be involve",28.993,33.279,34.092,4.857632716,5.056540178,5.091361332,121,0.04730258,5.001844742,5.521579621
YJR062C,YJR062C,">YJR062C NTA1 SGDID:S000003823, Chr X from 554849-553476, Genome Release 64-1-1, reverse complement, Verified ORF, Amidase, removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutam",50.014,28.305,23.214,5.644260088,4.822985019,4.53692323,122,0.047693511,5.001389445,5.521124325
YNL271C,YNL271C,">YNL271C BNI1 SGDID:S000005215, Chr XIV from 135383-129522, Genome Release 64-1-1, reverse complement, Verified ORF, Formin, nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation whic",63.766,26.099,19.589,5.99471548,4.705922625,4.291971846,123,0.048084441,4.99753665,5.51727153
YJR113C,YJR113C,">YJR113C RSM7 SGDID:S000003874, Chr X from 638975-638232, Genome Release 64-1-1, reverse complement, Verified ORF, Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S7 ribosomal protein",27.109,36.228,32.851,4.760699991,5.179033258,5.037865382,124,0.048475371,4.992532877,5.512267756
YGL224C,YGL224C,">YGL224C SDT1 SGDID:S000003192, Chr VII from 78857-78015, Genome Release 64-1-1, reverse complement, Verified ORF, Pyrimidine nucleotidase; overexpression suppresses the 6-AU sensitivity of transcription elongation factor S-II, as well as resistance to ot",30.795,27.49,37.527,4.944624223,4.780835002,5.229857057,125,0.048866302,4.985105427,5.504840307
