Protein IDs,Majority protein IDs,First Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides MSZ20_S_1,Peptides MSZ20_S_2,Peptides MSZ20_S_3,Peptides MSZ20_S_4,Razor + unique peptides MSZ20_S_1,Razor + unique peptides MSZ20_S_2,Razor + unique peptides MSZ20_S_3,Razor + unique peptides MSZ20_S_4,Unique peptides MSZ20_S_1,Unique peptides MSZ20_S_2,Unique peptides MSZ20_S_3,Unique peptides MSZ20_S_4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L MSZ20_S_1,Ratio H/L MSZ20_S_2,Ratio H/L MSZ20_S_3,Ratio H/L MSZ20_S_4,Ratio H/L normalized MSZ20_S_1,Ratio H/L normalized MSZ20_S_2,Ratio H/L normalized MSZ20_S_3,Ratio H/L normalized MSZ20_S_4,Ratio H/L variability [%] MSZ20_S_1,Ratio H/L variability [%] MSZ20_S_2,Ratio H/L variability [%] MSZ20_S_3,Ratio H/L variability [%] MSZ20_S_4,Ratio H/L count MSZ20_S_1,Ratio H/L count MSZ20_S_2,Ratio H/L count MSZ20_S_3,Ratio H/L count MSZ20_S_4,Ratio H/L iso-count MSZ20_S_1,Ratio H/L iso-count MSZ20_S_2,Ratio H/L iso-count MSZ20_S_3,Ratio H/L iso-count MSZ20_S_4,Ratio H/L type MSZ20_S_1,Ratio H/L type MSZ20_S_2,Ratio H/L type MSZ20_S_3,Ratio H/L type MSZ20_S_4,Sequence coverage MSZ20_S_1 [%],Sequence coverage MSZ20_S_2 [%],Sequence coverage MSZ20_S_3 [%],Sequence coverage MSZ20_S_4 [%],Intensity,Intensity L,Intensity H,Intensity MSZ20_S_1,Intensity L MSZ20_S_1,Intensity H MSZ20_S_1,Intensity MSZ20_S_2,Intensity L MSZ20_S_2,Intensity H MSZ20_S_2,Intensity MSZ20_S_3,Intensity L MSZ20_S_3,Intensity H MSZ20_S_3,Intensity MSZ20_S_4,Intensity L MSZ20_S_4,Intensity H MSZ20_S_4,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
YCL024W,YCL024W,YCL024W,2,2,2,"YCL024W KCC4 SGDID:S000000529, Chr III from 79162-82275, Genome Release 64-2-1, Verified ORF, Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins, negatively regulates Swe1p by phosphorylation, shows structura",1,2,2,2,0,1,1,0,0,1,1,0,0,1,1,0,1.4,1.4,1.4,116.47,1037,1037,0.0075358,2.159,0.42468,4.2312,369.91,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,0,0,1,1,0,Median,Median,Median,Median,0,0.8,0.7,0,669380,277160,392220,0,0,0,503310,116520,386790,166070,160640,5432,0,0,0,,,,145,5351;8548,True;True,5373;8602,14134;22537,26747;42892;42893,26747;42892,,,-1
YCL030C,YCL030C,YCL030C,24,24,24,"YCL030C HIS4 SGDID:S000000535, Chr III from 68333-65934, Genome Release 64-2-1, reverse complement, Verified ORF, Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase; phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activit",1,24,24,24,16,16,18,18,16,16,18,18,16,16,18,18,35.8,35.8,35.8,87.72,799,799,0,323.31,0.050024,0.55231,115.41,59,51,Leave out requantified,0.051524,0.056827,0.036102,0.065238,0.70676,0.44416,0.54094,0.79025,104.2,76.488,121.78,91.046,13,13,16,17,11,11,13,16,Median,Median,Leave out requantified,Median,25.2,25,27.9,25.3,56047000,53423000,2624300,10915000,10454000,461260,11551000,10968000,582790,16838000,16183000,655370,16744000,15819000,924850,,,,146,1019;1310;1431;1520;1527;1763;2178;2486;3055;3337;3763;3798;3948;4583;5051;5178;5226;5264;6626;7440;7515;7910;8431;8597,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1021;1312;1434;1523;1530;1769;2186;2495;3065;3348;3774;3809;3961;4597;5072;5199;5247;5285;6662;7484;7559;7957;8485;8651,2789;3508;3509;3840;3841;3842;3843;4083;4094;4754;4755;4756;4757;4758;5849;5850;6690;6691;8131;8132;8133;8134;8902;8903;8904;8905;10000;10001;10002;10084;10085;10086;10087;10507;10508;10509;12103;12104;12105;13355;13356;13357;13358;13665;13809;13810;13811;13812;13898;17385;17386;17387;17388;19498;19499;19500;19501;19502;19719;20775;20776;20777;20778;22237;22238;22239;22240;22652;22653;22654;22655,5572;5573;5574;6797;6798;6799;6800;6801;7466;7467;7468;7469;7470;7471;7472;7473;7474;7475;7476;7920;7938;9150;9151;9152;9153;9154;9155;9156;9157;11274;11275;11276;12858;12859;15430;15431;15432;15433;15434;15435;16976;16977;16978;16979;16980;16981;16982;16983;16984;16985;16986;16987;16988;19165;19166;19167;19168;19169;19170;19171;19328;19329;19330;19331;19332;19333;19334;19335;19336;20200;20201;20202;20203;20204;23028;23029;23030;23031;23032;23033;23034;25320;25321;25322;25323;25324;25325;25326;25327;25328;25329;25330;25331;25332;25833;26091;26092;26093;26094;26095;26096;26097;26098;26099;26266;32498;32499;32500;32501;32502;32503;32504;32505;32506;32507;36454;36455;36456;36457;36458;36459;36460;36461;36462;36463;36464;36465;36466;36467;36940;39131;39132;39133;39134;39135;39136;39137;39138;39139;39140;39141;39142;42264;42265;42266;42267;42268;42269;43065;43066;43067;43068;43069;43070;43071,5573;6800;7470;7920;7938;9157;11274;12859;15432;16987;19169;19333;20203;23033;25331;25833;26098;26266;32503;36463;36940;39142;42269;43066,,,-1
YCL034W,YCL034W,YCL034W,3,3,3,"YCL034W LSB5 SGDID:S000000539, Chr III from 61658-62722, Genome Release 64-2-1, Verified ORF, Protein of unknown function; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization",1,3,3,3,1,3,2,0,1,3,2,0,1,3,2,0,14.4,14.4,14.4,39.872,354,354,0,7.021,0.10101,0.39222,32.233,5,4,Median,NaN,0.091101,0.17389,NaN,NaN,0.32696,0.42803,NaN,NaN,54.604,20.756,NaN,1,2,2,0,1,1,2,0,Median,Median,Median,Median,3.1,14.4,9.6,0,634140,574520,59619,139390,127650,11738,291110,268520,22591,203630,178340,25290,0,0,0,,,,147,67;2657;7108,True;True;True,67;2666;7149,209;7111;7112;7113;18607;18608,452;13550;13551;13552;34738;34739,452;13551;34738,,,-1
YCL035C,YCL035C,YCL035C,3,3,3,"YCL035C GRX1 SGDID:S000000540, Chr III from 61173-60841, Genome Release 64-2-1, reverse complement, Verified ORF, Glutathione-dependent disulfide oxidoreductase; hydroperoxide and superoxide-radical responsive, heat-stable, with active site cysteine pair;",1,3,3,3,1,1,2,2,1,1,2,2,1,1,2,2,34.5,34.5,34.5,12.38,110,110,0,5.6806,0.18675,0.82797,141.35,6,4,Median,NaN,NaN,0.5619,0.17879,NaN,NaN,4.4143,1.2676,NaN,NaN,226.07,77.131,1,1,2,2,1,1,1,1,Median,Median,Median,Median,9.1,9.1,23.6,20,1296500,967700,328830,112970,95776,17194,145000,116610,28390,519560,318020,201540,519000,437300,81708,,,,148,1633;3351;8033,True;True;True,1637;3362;8083,4385;8939;21119;21120;21121;21122,8450;17073;17074;17075;39913;39914;39915;39916;39917;39918,8450;17075;39914,,,-1
YCL037C,YCL037C,YCL037C,2,2,2,"YCL037C SRO9 SGDID:S000000542, Chr III from 58678-57374, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic RNA-binding protein; shuttles between nucleus and cytoplasm and is exported from the nucleus in an mRNA export-dependent manner; ",1,2,2,2,1,1,1,0,1,1,1,0,1,1,1,0,8.1,8.1,8.1,48.059,434,434,0,4.7871,0.1206,0.53216,16.153,2,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,0,0,1,0,0,Median,Median,Median,Median,3.5,4.6,4.6,0,213920,195520,18402,0,0,0,102460,95162,7298,111460,100350,11104,0,0,0,,,,149,1505;4371,True;True,1508;4385,4046;11578;11579,7833;22145;22146,7833;22146,,,-1
YCL040W,YCL040W,YCL040W,14,14,14,"YCL040W GLK1 SGDID:S000000545, Chr III from 50838-52340, Genome Release 64-2-1, Verified ORF, Glucokinase; catalyzes the phosphorylation of glucose at C6 in the first irreversible step of glucose metabolism; one of three glucose phosphorylating enzymes; e",1,14,14,14,10,8,13,8,10,8,13,8,10,8,13,8,39,39,39,55.377,500,500,0,195.93,0.092036,1.6283,56.452,39,25,Leave out requantified,0.098045,0.085295,0.10401,0.098003,2.0522,1.6342,1.8985,1.4197,66.458,19.749,17.457,6.518,9,8,15,7,4,5,12,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,28.2,22.8,37.4,20,17697000,16136000,1560500,5770500,5334800,435630,3170900,2891600,279300,5608600,5007700,600870,3147000,2902200,244740,,,,150,1344;2091;3008;3213;3291;3899;4415;4626;5040;5201;6712;8579;8924;9022,True;True;True;True;True;True;True;True;True;True;True;True;True;True,1346;2099;3018;3223;3302;3912;4429;4641;5061;5222;6748;8633;8981;9079,3589;3590;5623;5624;5625;5626;7997;8578;8579;8580;8782;8783;8784;10371;10372;10373;11670;12236;12237;12238;12239;13324;13325;13326;13727;13728;13729;13730;17569;17570;17571;17572;17573;22607;22608;22609;22610;23553;23554;23555;23833;23834,6924;6925;10828;10829;10830;10831;15167;15168;16304;16305;16306;16307;16741;16742;16743;16744;16745;19927;19928;19929;22281;23261;23262;23263;23264;23265;23266;25279;25280;25281;25937;25938;25939;25940;25941;25942;32816;32817;32818;32819;32820;32821;32822;32823;43008;43009;43010;43011;43012;43013;43014;44834;44835;44836;45404;45405;45406;45407,6924;10830;15168;16307;16745;19928;22281;23262;25281;25938;32821;43008;44835;45405,,,-1
YCL043C,YCL043C,YCL043C,17,17,17,"YCL043C PDI1 SGDID:S000000548, Chr III from 50221-48653, Genome Release 64-2-1, reverse complement, Verified ORF, Protein disulfide isomerase; multifunctional protein of ER lumen, essential for formation of disulfide bonds in secretory and cell-surface pr",1,17,17,17,15,11,10,12,15,11,10,12,15,11,10,12,38.9,38.9,38.9,58.226,522,522,0,323.31,0.086315,0.44723,62.733,44,42,Median,0.087173,0.086807,0.082175,0.093333,0.42707,0.30656,0.45343,0.72195,55.892,65.445,49.322,65,13,10,10,11,13,10,10,9,Median,Median,Median,Median,37.4,26.8,26.4,29.3,60008000,55646000,4362100,19179000,17823000,1356200,13025000,12148000,877120,12857000,11955000,901520,14947000,13720000,1227300,,,,152,11;68;265;408;1935;1993;3239;3323;4167;4286;5163;5754;5879;6817;7015;7180;9001,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,11;68;266;409;1943;2001;3250;3334;4181;4300;5184;5783;5909;6853;7053;7221;9058,42;43;210;211;740;1126;1127;1128;1129;5232;5233;5234;5235;5389;8652;8653;8654;8863;8864;8865;8866;11067;11068;11069;11362;13630;13631;13632;15151;15152;15153;15461;17851;17852;17853;17854;18366;18367;18368;18369;18783;18784;18785;18786;23769;23770;23771;23772,87;88;89;90;453;454;1551;2299;2300;2301;2302;2303;2304;2305;2306;10050;10051;10052;10053;10054;10055;10390;10391;10392;16486;16487;16488;16489;16490;16491;16492;16493;16494;16495;16496;16896;16897;16898;16899;16900;16901;16902;16903;16904;16905;16906;16907;16908;16909;16910;16911;16912;21213;21214;21215;21216;21217;21218;21753;25767;25768;25769;25770;25771;28526;28527;28528;28529;29063;33327;33328;33329;33330;33331;33332;33333;33334;33335;33336;33337;33338;33339;34276;34277;34278;34279;34280;34281;34282;34283;34284;34285;34286;34287;35053;35054;35055;35056;35057;35058;35059;35060;35061;45276;45277;45278;45279;45280;45281;45282;45283;45284;45285;45286;45287;45288;45289;45290;45291;45292;45293;45294;45295,89;454;1551;2302;10054;10391;16487;16910;21214;21753;25768;28526;29063;33328;34281;35058;45294,,,-1
YCL045C,YCL045C,YCL045C,9,9,9,"YCL045C EMC1 SGDID:S000000550, Chr III from 46905-44623, Genome Release 64-2-1, reverse complement, Verified ORF, Member of conserved endoplasmic reticulum membrane complex; involved in efficient folding of proteins in the ER; null mutant displays inducti",1,9,9,9,4,5,2,7,4,5,2,7,4,5,2,7,15.7,15.7,15.7,87.18,760,760,0,16.211,0.20769,1.1463,163.85,17,16,Median,0.26356,0.24421,1.0715,0.13326,1.2831,1.4458,5.9624,1.0171,174.97,200.48,131.81,123.24,4,4,2,7,4,3,2,7,Median,Median,Median,Median,7.6,10.3,3.6,11.7,3348800,2774400,574450,693370,529170,164200,867820,723400,144410,329770,220670,109090,1457900,1301100,156750,,,,153,126;1957;2128;4055;4439;4526;5179;5900;6329,True;True;True;True;True;True;True;True;True,126;1965;2136;4068;4453;4540;5200;5932;6363,372;373;374;5284;5726;10771;10772;10773;11722;11723;11960;13666;13667;15521;15522;15523;15524;16647,802;803;804;10132;11020;20675;20676;20677;22350;22351;22773;25834;25835;29157;29158;29159;29160;31196,802;10132;11020;20675;22351;22773;25835;29160;31196,,,-1
YCL054W,YCL054W,YCL054W,2,2,2,"YCL054W SPB1 SGDID:S000000559, Chr III from 31449-33974, Genome Release 64-2-1, Verified ORF, AdoMet-dependent methyltransferase; involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subu",1,2,2,2,1,1,1,0,1,1,1,0,1,1,1,0,3.1,3.1,3.1,96.484,841,841,0.003231,2.6786,0.27263,0.44923,95.484,3,3,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,0,1,1,1,0,Median,Median,Median,Median,1.5,1.5,1.5,0,386100,334130,51968,76361,63421,12940,151850,144390,7464,157890,126320,31564,0,0,0,,,,154,217;7527,True;True,217;7572,610;611;19749,1303;1304;37000,1304;37000,,,-1
YCL057C-A,YCL057C-A,YCL057C-A,3,3,3,"YCL057C-A MIC10 SGDID:S000007547, Chr III from 24325-24032, Genome Release 64-2-1, reverse complement, Verified ORF, Conserved component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the ",1,3,3,3,2,1,2,3,2,1,2,3,2,1,2,3,34,34,34,10.408,97,97,0,7.8691,0.11485,1.1277,66.962,8,4,Median,0.086621,NaN,0.16617,0.13112,0.64859,NaN,1.2287,0.75534,101.44,NaN,35.345,71.687,2,1,2,3,1,0,1,2,Median,Median,Median,Plateau,21.6,10.3,22.7,34,1405100,1232800,172290,363390,327650,35741,219530,194090,25440,370970,316920,54049,451170,394110,57058,,,,155,3252;5748;8765,True;True;True,3263;5777;8821,8688;8689;8690;8691;15135;15136;23136;23137,16542;16543;16544;16545;16546;16547;16548;16549;16550;28506;28507;44078;44079,16545;28506;44078,,,-1
YCL057W,YCL057W,YCL057W,11,11,11,"YCL057W PRD1 SGDID:S000000562, Chr III from 24768-26906, Genome Release 64-2-1, Verified ORF, Zinc metalloendopeptidase; found in the cytoplasm and intermembrane space of mitochondria; with Cym1p, involved in degradation of mitochondrial proteins and of p",1,11,11,11,4,9,6,2,4,9,6,2,4,9,6,2,16.7,16.7,16.7,81.933,712,712,0,21.752,0.14295,0.5357,98.403,16,15,Median,0.17047,0.14295,0.16717,0.13276,1.9364,0.54703,0.42322,0.31965,121.58,72.705,156.9,111.52,3,8,3,2,3,7,3,2,Plateau,Median,Median,Median,6.9,14,9.4,3.1,2315500,2007800,307680,624620,576950,47676,967040,886640,80404,515670,380250,135420,208160,163980,44182,,,,156,1374;1882;2893;3908;4752;5678;6282;7387;7824;8733;9166,True;True;True;True;True;True;True;True;True;True;True,1376;1889;2902;3921;4771;5707;6316;7430;7870;8789;9223,3684;3685;3686;5090;5091;5092;7698;7699;10406;12573;14953;14954;14955;16526;16527;19346;20548;20549;23046;24218;24219,7113;7114;7115;7116;7117;7118;9771;9772;9773;14608;14609;20027;20028;23894;28155;28156;28157;31013;31014;31015;36170;38646;38647;43840;46120;46121,7116;9772;14608;20028;23894;28157;31013;36170;38647;43840;46121,,,-1
YCR002C,YCR002C,YCR002C,5,5,5,"YCR002C CDC10 SGDID:S000000595, Chr III from 118348-117380, Genome Release 64-2-1, reverse complement, Verified ORF, Component of the septin ring, required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that",1,5,5,5,2,4,2,2,2,4,2,2,2,4,2,2,19.6,19.6,19.6,37.024,322,322,0,45.331,0.057278,0.43531,104.99,10,9,Median,0.096965,0.057278,0.1109,0.10476,0.54126,0.43531,0.71568,0.33553,123.52,73.235,233.63,83.862,2,4,2,2,2,3,2,2,Median,Median,Median,Median,6.8,17.4,6.8,6.2,1546700,1430300,116390,308160,283750,24416,658290,619600,38685,322320,293200,29112,257950,233770,24174,,,,157,703;1845;5219;5400;6758,True;True;True;True;True,705;1851;5240;5423;6794,1967;4990;13784;13785;13786;13787;14252;17694;17695;17696,4108;9559;26045;26046;26047;26048;26049;26050;26051;26052;26995;33012;33013;33014,4108;9559;26046;26995;33012,,,-1
YCR004C,YCR004C,YCR004C,6,6,6,"YCR004C YCP4 SGDID:S000000597, Chr III from 120318-119575, Genome Release 64-2-1, reverse complement, Verified ORF, Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic, non-tagge",1,6,6,6,6,3,3,3,6,3,3,3,6,3,3,3,38.1,38.1,38.1,26.35,247,247,0,38.387,0.089434,0.70224,104.17,15,13,Median,0.077738,0.095653,0.079638,0.096568,0.76026,0.62133,0.70224,1.2223,116.88,111.83,107.66,113.47,6,3,3,3,6,3,3,1,Median,Plateau,Median,Median,38.1,17,17,23.5,7318000,6810900,507060,2778200,2611200,166940,1420700,1318100,102660,1495700,1391600,104160,1623400,1490100,133300,,,,158,2433;5495;5982;7606;7766;8186,True;True;True;True;True;True,2442;5523;6014;7651;7812;8237,6568;6569;6570;14491;14492;14493;14494;15730;15731;19968;20399;21565;21566;21567;21568,12648;12649;12650;12651;27382;27383;27384;27385;27386;27387;27388;29542;29543;37468;38393;38394;40844;40845;40846;40847;40848;40849;40850,12651;27386;29543;37468;38393;40850,,,-1
YCR005C,YCR005C,YCR005C,3,3,3,"YCR005C CIT2 SGDID:S000000598, Chr III from 122328-120946, Genome Release 64-2-1, reverse complement, Verified ORF, Citrate synthase; catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate, peroxisomal isozyme involved in glyoxyl",1,3,3,3,1,2,1,2,1,2,1,2,1,2,1,2,7.6,7.6,7.6,51.413,460,460,0.00089928,3.6922,0.35296,0.87963,85.384,6,6,Median,NaN,0.34323,NaN,0.26517,NaN,0.87963,NaN,0.59223,NaN,0.88224,NaN,11.608,1,2,1,2,1,2,1,2,Median,Median,Median,Median,2.6,5,2.6,5.7,667010,506360,160650,111670,94473,17198,162620,124690,37930,199580,121640,77938,193140,165550,27584,,,,159,5429;6041;8036,True;True;True,5454;6073;8086,14339;14340;14341;15867;15868;21127,27136;27137;27138;29786;29787;39923,27136;29786;39923,,,-1
YCR009C,YCR009C,YCR009C,5,5,5,"YCR009C RVS161 SGDID:S000000602, Chr III from 131542-130745, Genome Release 64-2-1, reverse complement, Verified ORF, Amphiphysin-like lipid raft protein; interacts with Rvs167p and regulates polarization of the actin cytoskeleton, endocytosis, cell polar",1,5,5,5,4,3,4,3,4,3,4,3,4,3,4,3,19.6,19.6,19.6,30.25,265,265,0,55.206,0.095778,0.59132,39.352,12,11,Median,0.070636,0.10594,0.086589,0.11068,0.65713,0.63896,0.54724,0.78499,54.737,33.78,18.682,54.265,3,3,3,3,3,3,2,3,Median,Median,Median,Plateau,17,13.2,17,10.6,2064900,1884100,180750,593700,549340,44356,522490,476970,45518,493700,446000,47694,455000,411820,43182,,,,160,822;960;2231;7538;8530,True;True;True;True;True,824;962;2239;7583;8584,2277;2278;2279;2280;2630;2631;2632;2633;5996;19777;19778;19779;22500;22501;22502,4673;4674;4675;4676;4677;4678;5258;5259;5260;5261;11557;37030;37031;37032;37033;42840;42841;42842;42843,4675;5260;11557;37032;42841,,,-1
YCR012W,YCR012W,YCR012W,28,28,28,"YCR012W PGK1 SGDID:S000000605, Chr III from 137746-138996, Genome Release 64-2-1, Verified ORF, 3-phosphoglycerate kinase; catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP; key en",1,28,28,28,26,27,24,25,26,27,24,25,26,27,24,25,69.7,69.7,69.7,44.738,416,416,0,323.31,0.052047,0.18076,110.19,168,132,Leave out requantified,0.040358,0.046408,0.04845,0.063532,0.041808,0.11234,0.15656,0.18076,74.288,124,110.45,65.84,47,38,42,41,39,28,33,32,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,67.1,67.8,65.4,66.3,721180000,680650000,40537000,198450000,187840000,10616000,158310000,149600000,8710000,187620000,177410000,10208000,176800000,165790000,11003000,,,,161,21;183;249;340;363;534;1337;1650;1870;1880;3310;3959;3994;4072;4253;4310;4560;5207;6137;7208;7723;8041;8143;8144;8398;9021;9216;9289,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,21;183;249;250;341;364;536;1339;1654;1876;1887;3321;3972;4007;4085;4267;4324;4574;5228;6170;7249;7769;8091;8193;8194;8452;9078;9273;9346,69;70;71;72;73;522;701;702;703;704;705;706;707;708;952;953;954;955;956;957;1015;1016;1017;1018;1019;1020;1456;1457;1458;1459;3568;3569;3570;3571;3572;4442;4443;4444;4445;5053;5054;5055;5056;5057;5081;5082;5083;5084;5085;5086;8822;8823;8824;8825;10533;10534;10535;10630;10631;10632;10633;10634;10635;10636;10637;10638;10639;10640;10641;10642;10643;10644;10645;10646;10815;10816;10817;10818;11281;11282;11411;11412;11413;11414;12042;12043;12044;13747;13748;13749;13750;13751;13752;13753;16134;16135;16136;16137;18850;18851;18852;18853;18854;18855;18856;18857;18858;18859;18860;18861;18862;18863;18864;18865;18866;18867;18868;18869;18870;18871;18872;18873;18874;18875;18876;18877;18878;18879;18880;18881;18882;18883;18884;18885;18886;18887;18888;18889;18890;18891;18892;18893;18894;18895;18896;18897;18898;18899;18900;18901;20301;20302;20303;20304;21135;21136;21137;21438;21439;21440;21441;21442;21443;22138;22139;22140;22141;22142;23828;23829;23830;23831;23832;24341;24342;24343;24344;24518;24519;24520;24521,134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;1099;1473;1474;1475;1476;1477;1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;1492;1493;1494;1495;1496;1497;1498;1499;1500;1501;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;3014;3015;3016;3017;3018;3019;3020;3021;3022;3023;3024;3025;3026;3027;3028;3029;3030;3031;3032;3033;3034;3035;3036;3037;3038;3039;3040;3041;3042;3043;3044;3045;3046;6890;6891;6892;6893;6894;6895;6896;6897;6898;6899;6900;8581;8582;8583;8584;8585;8586;8587;8588;8589;8590;8591;8592;8593;8594;8595;8596;8597;8598;8599;8600;8601;8602;8603;8604;8605;8606;8607;8608;8609;9659;9660;9661;9662;9663;9664;9665;9666;9667;9668;9669;9670;9671;9672;9673;9674;9675;9676;9677;9678;9679;9680;9681;9682;9683;9684;9685;9736;9737;9738;9739;9740;9741;9742;9743;9744;9745;9746;9747;9748;9749;9750;9751;9752;9753;9754;9755;9756;9757;9758;9759;9760;9761;9762;9763;9764;9765;16812;16813;16814;16815;20251;20252;20253;20254;20255;20256;20257;20258;20259;20260;20261;20435;20436;20437;20438;20439;20440;20441;20442;20443;20444;20445;20446;20447;20448;20449;20450;20451;20452;20453;20454;20455;20456;20457;20458;20459;20460;20461;20462;20463;20464;20465;20466;20467;20468;20469;20470;20471;20472;20473;20474;20752;20753;20754;20755;20756;20757;20758;20759;20760;20761;20762;20763;20764;20765;20766;20767;20768;20769;20770;20771;20772;20773;20774;21621;21622;21822;21823;21824;21825;21826;21827;21828;21829;22924;22925;22926;22927;22928;22929;22930;25976;25977;25978;25979;25980;25981;25982;25983;25984;25985;25986;25987;25988;25989;25990;25991;30274;30275;30276;30277;30278;30279;30280;30281;30282;35164;35165;35166;35167;35168;35169;35170;35171;35172;35173;35174;35175;35176;35177;35178;35179;35180;35181;35182;35183;35184;35185;35186;35187;35188;35189;35190;35191;35192;35193;35194;35195;35196;35197;35198;35199;35200;35201;35202;35203;35204;35205;35206;35207;35208;35209;35210;35211;35212;35213;35214;35215;35216;35217;35218;35219;35220;35221;35222;35223;35224;35225;35226;35227;35228;35229;35230;35231;35232;35233;35234;35235;35236;35237;35238;35239;35240;35241;35242;35243;35244;35245;35246;35247;35248;35249;35250;35251;35252;35253;35254;35255;35256;35257;35258;35259;35260;35261;35262;35263;35264;35265;35266;35267;35268;35269;35270;35271;35272;35273;35274;35275;35276;35277;35278;35279;35280;35281;35282;35283;35284;35285;35286;35287;38151;38152;38153;38154;38155;38156;38157;38158;38159;38160;38161;38162;38163;38164;38165;38166;38167;38168;38169;38170;38171;38172;38173;38174;38175;38176;38177;38178;38179;38180;38181;38182;38183;38184;38185;38186;38187;38188;38189;39932;39933;39934;39935;39936;39937;39938;39939;39940;39941;40543;40544;40545;40546;40547;40548;40549;40550;40551;40552;40553;40554;40555;40556;40557;40558;40559;40560;40561;40562;40563;40564;40565;40566;40567;40568;40569;40570;40571;40572;40573;40574;40575;40576;40577;42019;42020;42021;42022;42023;42024;42025;42026;42027;42028;42029;42030;42031;42032;42033;42034;42035;42036;42037;42038;42039;42040;42041;42042;42043;42044;42045;42046;42047;45384;45385;45386;45387;45388;45389;45390;45391;45392;45393;45394;45395;45396;45397;45398;45399;45400;45401;45402;45403;46349;46350;46351;46352;46353;46354;46355;46356;46357;46358;46359;46360;46361;46362;46363;46364;46365;46366;46367;46368;46709;46710;46711;46712;46713;46714;46715;46716;46717;46718;46719;46720;46721;46722;46723;46724;46725,137;1099;1477;1963;2079;3019;6900;8593;9662;9761;16814;20260;20438;20773;21621;21823;22930;25985;30276;35263;38172;39933;40553;40576;42023;45402;46351;46713,8,174,-1
