Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Sol,Ratio H/L MSZ08-2_Sol,Ratio H/L MSZ08-3_Sol,Log2 Ratio H/L MSZ08-1_Sol,Log2 Ratio H/L MSZ08-2_Sol,Log2 Ratio H/L MSZ08-3_Sol,rank,%rank,Average Log2 Ratio H/L Sol,Average after TCL Median correction
YDR007W,YDR007W,">YDR007W TRP1 SGDID:S000002414, Chr IV from 461842-462516, Genome Release 64-1-1, Verified ORF, Phosphoribosylanthranilate isomerase that catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by c",0.03782,0.070781,0.045088,-4.724706826,-3.820494045,-4.471112673,75,0.027603975,-4.338771182,-3.819036302
YNL116W,YNL116W,">YNL116W DMA2 SGDID:S000005060, Chr XIV from 408341-409909, Genome Release 64-1-1, Verified ORF, Protein involved in ubiquitination; plays a role in regulating spindle position and orientation; functionally redundant with Dma1p; orthologous to human RNF8 ",0.016278,0.13158,0.05717,-5.940932736,-2.925987877,-4.1285979,76,0.027972028,-4.331839504,-3.812104625
YGR175C,YGR175C,">YGR175C ERG1 SGDID:S000003407, Chr VII from 848423-846933, Genome Release 64-1-1, reverse complement, Verified ORF, Squalene epoxidase, catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pat",0.051187,0.048238,0.050839,-4.288078735,-4.373686097,-4.297920537,77,0.028340081,-4.319895123,-3.800160244
YMR140W,YMR140W,">YMR140W SIP5 SGDID:S000004748, Chr XIII from 547714-549183, Genome Release 64-1-1, Verified ORF, Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase",0.031594,0.043861,0.090715,-4.984205587,-4.510917485,-3.462515065,78,0.028708134,-4.319212712,-3.799477833
YOR251C,YOR251C,">YOR251C TUM1 SGDID:S000005777, Chr XV from 803464-802550, Genome Release 64-1-1, reverse complement, Verified ORF, Rhodanese domain sulfur transferase, accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble ",0.049079,0.028855,0.097313,-4.348750336,-5.115034859,-3.361223643,79,0.029076187,-4.275002946,-3.755268067
YOL145C,YOL145C,">YOL145C CTR9 SGDID:S000005505, Chr XV from 52788-49555, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the Paf1p complex; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes",0.06041,0.048671,0.048544,-4.049068803,-4.360793773,-4.364563199,80,0.02944424,-4.258141925,-3.738407046
YPL211W,YPL211W,">YPL211W NIP7 SGDID:S000006132, Chr XVI from 153495-154040, Genome Release 64-1-1, Verified ORF, Nucleolar protein required for 60S ribosome subunit biogenesis, constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome su",0.052697,0.050787,0.053986,-4.246135357,-4.299396934,-4.211270863,81,0.029812293,-4.252267718,-3.732532839
YCL011C,YCL011C,">YCL011C GBP2 SGDID:S000000517, Chr III from 103358-102075, Genome Release 64-1-1, reverse complement, Verified ORF, Poly(A+) RNA-binding protein, involved in the export of mRNAs from the nucleus to the cytoplasm; similar to Hrb1p and Npl3p; also binds si",0.025779,0.12296,0.046622,-5.277659889,-3.023739025,-4.422845295,82,0.030180346,-4.241414736,-3.721679857
YKR035W-A,YKR035W-A,">YKR035W-A DID2 SGDID:S000006435, Chr XI from 507939-508553, Genome Release 64-1-1, Verified ORF, Class E protein of the vacuolar protein-sorting (Vps) pathway; binds Vps4p and directs it to dissociate ESCRT-III complexes; forms a functional and physical ",0.065945,0.055004,0.041622,-3.922592912,-4.184319652,-4.586509899,83,0.030548399,-4.231140821,-3.711405942
YPR072W,YPR072W,">YPR072W NOT5 SGDID:S000006276, Chr XVI from 690107-691789, Genome Release 64-1-1, Verified ORF, Subunit of the CCR4-NOT complex, which is a global transcriptional regulator with roles in transcription initiation and elongation and in mRNA degradation",0.073251,0.068993,0.029878,-3.771007735,-3.857406196,-5.064772611,84,0.030916452,-4.23106218,-3.711327301
YBR198C,YBR198C,">YBR198C TAF5 SGDID:S000000402, Chr II from 618523-616127, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit (90 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification",0.046587,0.054655,0.059794,-4.42392876,-4.193502706,-4.063855465,85,0.031284505,-4.227095643,-3.707360764
YPL093W,YPL093W,">YPL093W NOG1 SGDID:S000006014, Chr XVI from 370978-372921, Genome Release 64-1-1, Verified ORF, Putative GTPase that associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre",0.052955,0.083221,0.035012,-4.23908928,-3.586908566,-4.836006714,86,0.031652558,-4.220668187,-3.700933307
YMR091C,YMR091C,">YMR091C NPL6 SGDID:S000004697, Chr XIII from 451365-450058, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad ",0.033658,0.099343,0.04719,-4.892906737,-3.331437875,-4.405375018,87,0.032020611,-4.209906544,-3.690171664
YLR089C,YLR089C,">YLR089C ALT1 SGDID:S000004079, Chr XII from 320015-318237, Genome Release 64-1-1, reverse complement, Verified ORF, Alanine transaminase (glutamic pyruvic transaminase); involved in alanine biosynthetic and catabolic processes; the authentic, non-tagged ",0.047639,0.050193,0.066227,-4.39171306,-4.316370012,-3.916436682,88,0.032388664,-4.208173252,-3.688438372
YEL055C,YEL055C,">YEL055C POL5 SGDID:S000000781, Chr V from 51539-48471, Genome Release 64-1-1, reverse complement, Verified ORF, DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chro",0.084207,0.039241,0.048666,-3.569916022,-4.671494383,-4.36094199,89,0.032756717,-4.200784132,-3.681049252
YNL061W,YNL061W,">YNL061W NOP2 SGDID:S000005005, Chr XIV from 510540-512396, Genome Release 64-1-1, Verified ORF, Probable RNA m(5)C methyltransferase, essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleol",0.04807,0.081241,0.041713,-4.378719386,-3.621648192,-4.583359115,90,0.03312477,-4.194575564,-3.674840685
YBR212W,YBR212W,">YBR212W NGR1 SGDID:S000000416, Chr II from 647886-649904, Genome Release 64-1-1, Verified ORF, RNA binding protein that negatively regulates growth rate; interacts with the 3 UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overe",0.099403,0.071241,0.023168,-3.330566797,-3.811148422,-5.431722682,91,0.033492823,-4.191145967,-3.671411088
YKL009W,YKL009W,">YKL009W MRT4 SGDID:S000001492, Chr XI from 426242-426952, Genome Release 64-1-1, Verified ORF, Protein involved in mRNA turnover and ribosome assembly, localizes to the nucleolus",0.052317,0.051819,0.061478,-4.256576375,-4.270375015,-4.023785958,92,0.033860876,-4.183579116,-3.663844237
YDR243C,YDR243C,">YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-1-1, reverse complement, Verified ORF, RNA helicase in the DEAD-box family, involved in RNA isomerization at the 5 splice site",0.045934,0.029973,0.12431,-4.444293769,-5.060192699,-3.007985738,93,0.034228929,-4.170824069,-3.651089189
YLR002C,YLR002C,">YLR002C NOC3 SGDID:S000003992, Chr XII from 156334-154343, Genome Release 64-1-1, reverse complement, Verified ORF, Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport; also binds",0.034652,0.068879,0.072311,-4.850917567,-3.859791992,-3.789641062,94,0.034596982,-4.166783541,-3.647048661
YOR126C,YOR126C,">YOR126C IAH1 SGDID:S000005652, Chr XV from 560677-559961, Genome Release 64-1-1, reverse complement, Verified ORF, Isoamyl acetate-hydrolyzing esterase, required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate, wh",0.061125,0.093162,0.030418,-4.03209363,-3.424114578,-5.038930892,95,0.034965035,-4.165046366,-3.645311487
YPL012W,YPL012W,">YPL012W RRP12 SGDID:S000005933, Chr XVI from 529723-533409, Genome Release 64-1-1, Verified ORF, Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association w",0.056929,0.041683,0.073664,-4.134692432,-4.584397075,-3.762896451,96,0.035333088,-4.160661986,-3.640927107
YER151C,YER151C,">YER151C UBP3 SGDID:S000000953, Chr V from 472424-469686, Genome Release 64-1-1, reverse complement, Verified ORF, Ubiquitin-specific protease that interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi; inhibito",0.041718,0.13656,0.031065,-4.583186194,-2.872393131,-5.008566135,97,0.035701141,-4.154715154,-3.634980274
YHL002W,YHL002W,">YHL002W HSE1 SGDID:S000000994, Chr VIII from 102612-103970, Genome Release 64-1-1, Verified ORF, Subunit of the endosomal Vps27p-Hse1p complex required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradatio",0.046524,0.057049,0.0669,-4.425881049,-4.131654592,-3.901849979,98,0.036069194,-4.15312854,-3.633393661
YLR179C,YLR179C,">YLR179C YLR179C SGDID:S000004169, Chr XII from 514713-514108, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with prot",0.047789,0.085358,0.043696,-4.387177611,-3.550329817,-4.516354971,99,0.036437247,-4.151287466,-3.631552587
YDR465C,YDR465C,">YDR465C RMT2 SGDID:S000002873, Chr IV from 1394574-1393336, Genome Release 64-1-1, reverse complement, Verified ORF, Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67",0.068099,0.091398,0.028818,-3.876222577,-3.451693594,-5.116885975,100,0.0368053,-4.148267382,-3.628532503
YHR117W,YHR117W,">YHR117W TOM71 SGDID:S000001159, Chr VIII from 342349-344268, Genome Release 64-1-1, Verified ORF, Mitochondrial outer membrane protein with similarity to Tom70p; probable minor component of the TOM (translocase of outer membrane) complex responsible for ",0.05851,0.060797,0.050536,-4.095172972,-4.039856053,-4.306544712,101,0.037173353,-4.147191246,-3.627456367
YJL109C,YJL109C,">YJL109C UTP10 SGDID:S000003645, Chr X from 217309-212000, Genome Release 64-1-1, reverse complement, Verified ORF, Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA;",0.076771,0.03234,0.075013,-3.703294749,-4.950536511,-3.736715549,102,0.037541406,-4.13018227,-3.61044739
YDR311W,YDR311W,">YDR311W TFB1 SGDID:S000002719, Chr IV from 1085065-1086993, Genome Release 64-1-1, Verified ORF, Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators",0.047089,0.081239,0.049399,-4.408466104,-3.621683709,-4.339374353,103,0.037909459,-4.123174722,-3.603439843
YGR165W,YGR165W,">YGR165W MRPS35 SGDID:S000003397, Chr VII from 829116-830153, Genome Release 64-1-1, Verified ORF, Mitochondrial ribosomal protein of the small subunit; null mutant does not grow on glycerol, is sensitive to 2,4-dichlorophenol, and accumulates large lipid",0.04383,0.054861,0.082349,-4.511937511,-4.18807527,-3.602105059,104,0.038277512,-4.100705947,-3.580971067
YIL020C,YIL020C,">YIL020C HIS6 SGDID:S000001282, Chr IX from 314820-314035, Genome Release 64-1-1, reverse complement, Verified ORF, Phosphoribosyl-5-amino-1-phosphoribosyl-4-imidazolecarboxiamide isomerase, catalyzes the fourth step in histidine biosynthesis; mutations c",0.033374,0.040168,0.15086,-4.90513158,-4.63780956,-2.728717764,105,0.038645565,-4.090552968,-3.570818089
YCR052W,YCR052W,">YCR052W RSC6 SGDID:S000000648, Chr III from 214994-216445, Genome Release 64-1-1, Verified ORF, Component of the RSC chromatin remodeling complex; essential for mitotic growth; homolog of SWI/SNF subunit Swp73p",0.059873,0.090519,0.037373,-4.06195063,-3.465635543,-4.741859814,106,0.039013618,-4.089815329,-3.57008045
YKR008W,YKR008W,">YKR008W RSC4 SGDID:S000001716, Chr XI from 452201-454078, Genome Release 64-1-1, Verified ORF, Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin r",0.04429,0.10483,0.043938,-4.496875193,-3.253876452,-4.508386988,107,0.039381671,-4.086379544,-3.566644665
YNL207W,YNL207W,">YNL207W RIO2 SGDID:S000005151, Chr XIV from 255353-256630, Genome Release 64-1-1, Verified ORF, Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p",0.056314,0.055417,0.066129,-4.15036256,-4.173527577,-3.918573104,108,0.039749724,-4.080821081,-3.561086201
YGR162W,YGR162W,">YGR162W TIF4631 SGDID:S000003394, Chr VII from 824059-826917, Genome Release 64-1-1, Verified ORF, Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and wi",0.061561,0.059936,0.056583,-4.021839523,-4.060433385,-4.14348752,109,0.040117777,-4.075253476,-3.555518597
YMR049C,YMR049C,">YMR049C ERB1 SGDID:S000004652, Chr XIII from 370517-368094, Genome Release 64-1-1, reverse complement, Verified ORF, Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal s",0.10914,0.046868,0.040864,-3.195748146,-4.415252958,-4.61302576,110,0.04048583,-4.074675621,-3.554940742
YEL015W,YEL015W,">YEL015W EDC3 SGDID:S000000741, Chr V from 126629-128284, Genome Release 64-1-1, Verified ORF, Non-essential conserved protein of unknown function, plays a role in mRNA decapping by specifically affecting the function of the decapping enzyme Dcp1p; locali",0.044045,0.085697,0.055817,-4.504877936,-3.544611489,-4.163151604,111,0.040853883,-4.070880343,-3.551145464
YDR062W,YDR062W,">YDR062W LCB2 SGDID:S000002469, Chr IV from 576474-578159, Genome Release 64-1-1, Verified ORF, Component of serine palmitoyltransferase, responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of ser",0.046091,0.073022,0.063405,-4.439371121,-3.775525006,-3.979259577,112,0.041221936,-4.064718568,-3.544983689
YNL288W,YNL288W,">YNL288W CAF40 SGDID:S000005232, Chr XIV from 90303-91424, Genome Release 64-1-1, Verified ORF, Evolutionarily conserved subunit of the CCR4-NOT complex involved in controlling mRNA initiation, elongation and degradation; binds Cdc39p",0.087648,0.037108,0.065805,-3.512135019,-4.752125943,-3.925658983,113,0.041589989,-4.063306648,-3.543571769
YER148W,YER148W,">YER148W SPT15 SGDID:S000000950, Chr V from 465303-466025, Genome Release 64-1-1, Verified ORF, TATA-binding protein, general transcription factor that interacts with other factors to form the preinitiation complex at promoters, essential for viability",0.035764,0.092817,0.065206,-4.805348087,-3.429467122,-3.938851468,114,0.041958042,-4.057888892,-3.538154013
YLR033W,YLR033W,">YLR033W RSC58 SGDID:S000004023, Chr XII from 208761-210269, Genome Release 64-1-1, Verified ORF, Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister ",0.075658,0.069341,0.041665,-3.72436355,-3.850147547,-4.58502021,115,0.042326095,-4.053177102,-3.533442223
YHL013C,YHL013C,">YHL013C OTU2 SGDID:S000001005, Chr VIII from 78353-77430, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function that may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) ",0.049295,0.049984,0.088768,-4.342414869,-4.322389831,-3.493816497,116,0.042694148,-4.052873732,-3.533138853
YOL041C,YOL041C,">YOL041C NOP12 SGDID:S000005401, Chr XV from 252646-251267, Genome Release 64-1-1, reverse complement, Verified ORF, Nucleolar protein involved in pre-25S rRNA processing and biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RR",0.057906,0.059057,0.064072,-4.110143347,-4.081748118,-3.964162165,117,0.043062201,-4.052017877,-3.532282997
YHR065C,YHR065C,">YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-1-1, reverse complement, Verified ORF, Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature",0.021941,0.18267,0.055282,-5.510226909,-2.452688376,-4.177046379,118,0.043430254,-4.046653888,-3.526919009
YNL075W,YNL075W,">YNL075W IMP4 SGDID:S000005019, Chr XIV from 485607-486479, Genome Release 64-1-1, Verified ORF, Component of the SSU processome, which is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigm",0.045278,0.031458,0.15591,-4.465045956,-4.990429238,-2.68121463,119,0.043798307,-4.045563275,-3.525828396
YDR061W,YDR061W,">YDR061W YDR061W SGDID:S000002468, Chr IV from 574164-575783, Genome Release 64-1-1, Uncharacterized ORF, Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activa",0.050092,0.068151,0.067975,-4.319275975,-3.875121363,-3.878851944,120,0.04416636,-4.024416427,-3.504681548
YBR172C,YBR172C,">YBR172C SMY2 SGDID:S000000376, Chr II from 581372-579150, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the",0.049985,0.065225,0.071322,-4.322360968,-3.938431151,-3.80950903,121,0.044534413,-4.023433716,-3.503698837
