"Protein.IDs","Majority.protein.IDs","First.Majority.protein.IDs","Fasta.headers","Ratio.H.L.MSZ20_1_P","Ratio.H.L.MSZ20_1_T","Ratio.H.L.MSZ20_2_P","Ratio.H.L.MSZ20_2_T","Ratio.H.L.MSZ20_3_P","Ratio.H.L.MSZ20_3_T","Ratio.H.L.MSZ20_4_P","Ratio.H.L.MSZ20_4_T","Ratio.MSZ20_P_T_1","Ratio.MSZ20_P_T_2","Ratio.MSZ20_P_T_3","Ratio.MSZ20_P_T_4","Log2.MSZ20_P_T_1","Log2.MSZ20_P_T_2","Log2.MSZ20_P_T_3","Log2.MSZ20_P_T_4","Log2.MSZ20_P_1","Log2.MSZ20_P_2","Log2.MSZ20_P_3","Log2.MSZ20_P_4","Log2.MSZ20_T_1","Log2.MSZ20_T_2","Log2.MSZ20_T_3","Log2.MSZ20_T_4","Log2.MSZ20_P_T_mean","Log2.MSZ20_T_mean","Log2.MSZ20_P_mean","MSZ20_P_T_count","MSZ20_P_T_p.val","MSZ20_P_T_rank","MSZ20_P_T_log10p.val"
"YBR246W","YBR246W","YBR246W","YBR246W RRT2 SGDID:S000000450, Chr II from 711591-712754, Genome Release 64-2-1, Verified ORF, Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation",0.15001,0.13982,0.10951,0.1852,0.072687,0.36079,0.086278,0.37232,1.0728794163925,0.591306695464363,0.201466226890989,0.231730769230769,0.101487937093147,-0.758021481815681,-2.3113900843259,-2.10947847679849,-2.73686941770266,-3.19086547810489,-3.78215882717857,-3.53486345582996,-2.83835735479581,-2.43284399628921,-1.47076874285267,-1.42538497903146,-1.26935052646173,-2.04183876824229,-3.31118929470402,4,0.113315137211611,0.014176245210728,0.945712070998387
"YBL067C","YBL067C","YBL067C","YBL067C UBP13 SGDID:S000000163, Chr II from 95882-93639, Genome Release 64-2-1, reverse complement, Verified ORF, Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog, UBP9, that arose from the whole genome duplication",0.13859,0.14089,0.12974,0.37896,0.12527,NA,0.13046,0.60671,0.983675207608773,0.342358032510027,NA,0.215028596858466,-0.0237460534300633,-1.54642223310304,NA,-2.21739955692193,-2.85110493171878,-2.94630475095846,-2.99688713939216,-2.93832056125351,-2.82735887828871,-1.39988251785542,NA,-0.720921004331576,-1.26252261448501,-1.64938746682524,-2.93315434583073,3,0.191136243418655,0.0145593869731801,0.71865695384354
"YLR319C","YLR319C","YLR319C","YLR319C BUD6 SGDID:S000004311, Chr XII from 771684-769318, Genome Release 64-2-1, reverse complement, Verified ORF, Actin- and formin-interacting protein; participates in actin cable assembly and organization as a nucleation-promoting factor (NPF) for for",0.066855,0.161,0.081174,0.23933,0.098846,0.30641,0.1349,0.19991,0.415248447204969,0.339171854761208,0.322593910120427,0.674803661647741,-1.26795332155553,-1.5599116380792,-1.63220889111789,-0.56746029282871,-3.902820728103,-3.62283848302502,-3.33867360416344,-2.89003774660118,-2.63486740654747,-2.06292684494581,-1.70646471304555,-2.32257745377247,-1.25688353589533,-2.18170910457783,-3.43859264047316,4,0.0140104750768885,0.0149425287356322,1.85354713810659
"YMR161W","YMR161W","YMR161W","YMR161W HLJ1 SGDID:S000004771, Chr XIII from 577718-578392, Genome Release 64-2-1, Verified ORF, Co-chaperone for Hsp40p; anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates",0.081549,0.10693,0.089399,0.15435,0.071131,0.42409,0.10224,NA,0.762639109697933,0.579196631033366,0.167726190195477,NA,-0.390927577565163,-0.787874884050484,-2.5758201137073,NA,-3.61618900387235,-3.48359749598481,-3.81337774386475,-3.28996835348982,-3.22526142630718,-2.69572261193432,-1.23755763015745,NA,-1.25154085844098,-2.38618055613299,-3.55078314930293,3,0.203578733225867,0.0153256704980843,0.691267592371905
"YEL043W","YEL043W","YEL043W","YEL043W YEL043W SGDID:S000000769, Chr V from 70478-73348, Genome Release 64-2-1, Verified ORF, Predicted cytoskeleton protein involved in intracellular signaling; based on quantitative analysis of protein-protein interaction maps; may interact with riboso",0.11156,0.20543,0.11562,0.23013,0.090676,0.49497,0.09934,0.1548,0.543056028817602,0.502411680354582,0.183194941107542,0.641731266149871,-0.88082704174302,-0.993058089667084,-2.44854843064374,-0.639958819594534,-3.1641082554085,-3.11253711741993,-3.46313543905162,-3.33148144299957,-2.28328121366548,-2.11947902775285,-1.01458700840788,-2.69152262340504,-1.24059809541209,-2.02721746830781,-3.26781556371991,4,0.0562756057996685,0.0157088122605364,1.24967982117796
"YJL204C","YJL204C","YJL204C","YJL204C RCY1 SGDID:S000003740, Chr X from 53151-50629, Genome Release 64-2-1, reverse complement, Verified ORF, F-box protein involved in recycling endocytosed proteins; involved in recycling plasma membrane proteins internalized by endocytosis; localized",0.084167,0.15018,0.079732,0.24243,0.09042,0.25821,0.099954,0.20076,0.560440804368092,0.328886688941138,0.350180085976531,0.497878063359235,-0.83536609608435,-1.60433747585124,-1.513831051892,-1.00613564361283,-3.57060149411167,-3.64869733160935,-3.46721427211783,-3.32259188729013,-2.73523539802732,-2.04435985575811,-1.95338322022583,-2.3164562436773,-1.2399175668601,-2.26235867942214,-3.50227624628225,4,0.00714288626706743,0.0160919540229885,2.14612626489411
"YKL179C","YKL179C","YKL179C","YKL179C COY1 SGDID:S000001662, Chr XI from 112503-110464, Genome Release 64-2-1, reverse complement, Verified ORF, Golgi membrane protein with similarity to mammalian CASP; genetic interactions with GOS1 (encoding a Golgi snare protein) suggest a role in ",0.086488,0.1815,0.090043,0.57528,0.079163,0.14091,0.083934,0.1042,0.476517906336088,0.156520303156724,0.561798310978639,0.805508637236084,-1.06939766690767,-2.67557828524597,-0.831875807814302,-0.312028036271026,-3.53135621357401,-3.47324206531249,-3.65902990327217,-3.57460085354197,-2.46195854666634,-0.797663780066523,-2.82715409545787,-3.26257281727094,-1.22221994905974,-2.33733730986542,-3.55955725892516,4,0.0960172327903772,0.0164750957854406,1.01765081452168
"YGR058W","YGR058W","YGR058W","YGR058W PEF1 SGDID:S000003290, Chr VII from 606136-607143, Genome Release 64-2-1, Verified ORF, Penta-EF-hand protein; required for polar bud growth and cell wall abscission; binds calcium and zinc with different affinity; localizes to bud site in G1, bud",0.10569,0.3092,0.15054,0.26339,0.14482,0.35807,0.097086,NA,0.341817593790427,0.571547894756824,0.404446058033345,NA,-1.54870143859609,-0.807053695952516,-1.30598079519181,NA,-3.24208921422069,-2.73178121830648,-2.78766723895569,-3.36459291871089,-1.6933877756246,-1.92472752235397,-1.48168644376387,NA,-1.22057864324681,-1.69993391391415,-3.03153264754844,3,0.030533124928845,0.0168582375478927,1.51522874532784
"YPL208W","YPL208W","YPL208W","YPL208W RKM1 SGDID:S000006129, Chr XVI from 157842-159593, Genome Release 64-2-1, Verified ORF, SET-domain lysine-N-methyltransferase; catalyzes the formation of dimethyllysine residues on the large ribosomal subunit proteins L23 (Rpl23Ap and Rpl23Bp) and",0.066133,0.15018,0.069348,0.22484,0.088266,0.15282,0.062818,0.14479,0.440358236782528,0.308432663227184,0.577581468394189,0.433855929276884,-1.18325044352312,-1.69697253916552,-0.791903640551301,-1.20471204904801,-3.91848584155045,-3.85000191402741,-3.50199836999276,-3.99267817859023,-2.73523539802732,-2.15302937486189,-2.71009472944146,-2.78796612954221,-1.21920966807199,-2.59658140796822,-3.81579107604021,4,0.00715077560617587,0.0172413793103448,2.14564685005711
"YOL069W","YOL069W","YOL069W","YOL069W NUF2 SGDID:S000005430, Chr XV from 198942-200297, Genome Release 64-2-1, Verified ORF, Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionari",0.12235,0.50235,0.19045,0.35604,0.14976,0.24121,0.13905,NA,0.243555290136359,0.53491180766206,0.620869781518179,NA,-2.03767877534848,-0.902627044750721,-0.687637379191402,NA,-3.03091399347006,-2.39251580698611,-2.73927575485341,-2.84632435020276,-0.993235218121578,-1.48988876223539,-2.05163837566201,NA,-1.20931439976353,-1.51158745200632,-2.75225747637808,3,0.101926758052128,0.0176245210727969,0.991711789017298
"YNL161W","YNL161W","YNL161W","YNL161W CBK1 SGDID:S000005105, Chr XIV from 332597-334867, Genome Release 64-2-1, Verified ORF, Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular mo",0.068145,0.10871,0.078215,0.14858,0.087109,0.25584,0.10103,0.31533,0.626851255634256,0.526416745187778,0.340482332707942,0.320394507341515,-0.673804945667007,-0.925722713308265,-1.55434815472905,-1.64207867965972,-3.87524838365891,-3.67641087699414,-3.52103440568553,-3.30714434226029,-3.20144343799191,-2.75068816368587,-1.96668625095648,-1.66506566260057,-1.19898862334101,-2.39597087880871,-3.59495950214972,4,0.0148765417849225,0.018007662835249,1.82749801356679
"YPR164W","YPR164W","YPR164W","YPR164W MMS1 SGDID:S000006368, Chr XVI from 870703-874926, Genome Release 64-2-1, Verified ORF, Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex a",0.12293,0.26831,0.11065,0.12445,0.12031,0.43329,0.15392,0.47336,0.458164063955872,0.889112093210125,0.277666228161278,0.325164779449045,-1.12606378942203,-0.169562779180024,-1.84857637839723,-1.62075709597997,-3.02409105900072,-3.17592464374844,-3.0551715325827,-2.69974739066677,-1.89802726957869,-3.00636186456841,-1.20659515418547,-1.0789902946868,-1.19124001074481,-1.79749364575484,-2.98873365649966,4,0.0493934259012809,0.0183908045977011,1.30633085036361
"YNL223W","YNL223W","YNL223W","YNL223W ATG4 SGDID:S000005167, Chr XIV from 227370-228854, Genome Release 64-2-1, Verified ORF, Conserved cysteine protease required for autophagy; cleaves Atg8p to a form required for autophagosome and Cvt vesicle generation",0.32878,0.77818,0.2229,0.30465,0.11492,0.42079,0.72562,NA,0.422498650697782,0.731659281142295,0.273105349461727,NA,-1.24298136091201,-0.450756123757557,-1.87247052166179,NA,-1.60480555370963,-2.1655314782897,-3.12129819690429,-0.462713873994508,-0.361824192797619,-1.71477535453214,-1.2488276752425,NA,-1.18873600211045,-1.10847574085742,-1.83858727572453,3,0.101770349181251,0.0187739463601533,0.992378735385022
"YDL117W","YDL117W","YDL117W","YDL117W CYK3 SGDID:S000002275, Chr IV from 248581-251238, Genome Release 64-2-1, Verified ORF, SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin sy",0.067805,0.19059,0.092625,0.1416,0.072828,0.19945,0.11301,NA,0.355763681200483,0.654131355932203,0.365144146402607,NA,-1.49100885698151,-0.612347722889801,-1.45346199186129,NA,-3.88246452689638,-3.43245455235625,-3.77936296332358,-3.14547765576826,-2.39145566991487,-2.82010682946645,-2.32590097146229,NA,-1.18560619057754,-2.51248782361453,-3.55993992458612,3,0.0538464150646886,0.0191570881226054,1.26884320544771
"YCR015C","YCR015C","YCR015C","YCR015C YCR015C SGDID:S000000608, Chr III from 142170-141217, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; YCR015C is not an essential gene",0.17703,0.17949,0.13386,0.16148,0.16366,0.38012,0.13969,1.2773,0.986294501086411,0.828957146395839,0.430548247921709,0.109363501135207,-0.0199096046552694,-0.270630572515213,-1.21575317750427,-3.19279676002069,-2.49793423071597,-2.90120317547151,-2.61122633784755,-2.83969934877698,-2.4780246260607,-2.6305726029563,-1.39547316034328,0.353097411243712,-1.17477252867386,-1.53774324452914,-2.712515773203,4,0.20137888617836,0.0195402298850575,0.695986065544631
"YJL036W","YJL036W","YJL036W","YJL036W SNX4 SGDID:S000003573, Chr X from 378825-380096, Genome Release 64-2-1, Verified ORF, Sorting nexin; involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network and in cytoplasm to vacuole transport; contains a ",0.098297,0.27223,0.12542,0.19396,0.10097,0.41672,0.12143,0.17768,0.361080703816626,0.646628170756857,0.242296985985794,0.683419630796938,-1.46960677028593,-0.628991734151001,-2.04515163615833,-0.549156406021802,-3.34670880323092,-2.99516067019148,-3.30800138884444,-3.04180320291163,-1.877102032945,-2.36616893604048,-1.26284975268611,-2.49264679688983,-1.17322663665426,-1.99969187964036,-3.17291851629462,4,0.0463674250008665,0.0199233716475096,1.33378702183045
"YML111W","YML111W","YML111W","YML111W BUL2 SGDID:S000004579, Chr XIII from 46942-49704, Genome Release 64-2-1, Verified ORF, Component of the Rsp5p E3-ubiquitin ligase complex; involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene express",0.053776,0.10691,0.06476,0.11522,0.067821,0.16034,0.098146,0.29573,0.503002525488729,0.562055198750217,0.422982412373706,0.331877050011835,-0.991362451315967,-0.831216272176664,-1.24133041761482,-1.59127922738406,-4.21689374201617,-3.94875320413425,-3.88212413315534,-3.34892671880012,-3.2255312907002,-3.11753693195758,-2.64079371554052,-1.75764749141606,-1.16379709212288,-2.68537735740359,-3.84917444952647,4,0.00591924474303389,0.0203065134099617,2.22773370288139
"YNL212W","YNL212W","YNL212W","YNL212W VID27 SGDID:S000005156, Chr XIV from 247461-249809, Genome Release 64-2-1, Verified ORF, Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6",0.062971,0.11308,0.094244,0.3175,0.072328,0.17012,0.071316,0.12213,0.556871241598868,0.296831496062992,0.425158711497766,0.583935151068534,-0.844584305168578,-1.75228391396948,-1.23392659587742,-0.77611993541673,-3.98916861177421,-3.40745541697204,-3.78930193068847,-3.80963040299238,-3.14458430660564,-1.65517150300256,-2.55537533481105,-3.03351046757565,-1.15172868760805,-2.59716040299872,-3.74888909060678,4,0.0142790208625404,0.0206896551724138,1.84530157187181
"YML017W","YML017W","YML017W","YML017W PSP2 SGDID:S000004479, Chr XIII from 236588-236591,236954-238731, Genome Release 64-2-1, Verified ORF, Asn rich cytoplasmic protein that contains RGG motifs; high-copy suppressor of group II intron-splicing defects of a mutation in MRS2 and of a c",0.060211,0.069124,0.041016,0.2542,0.072377,0.11592,0.072447,0.1536,0.871057809154563,0.161353265145555,0.624370255348516,0.47166015625,-0.199159626105675,-2.63170532238239,-0.679526285123327,-1.08418036132618,-4.05382911149835,-4.60766938692688,-3.78832488000321,-3.78693024015447,-3.85466948539268,-1.97596406454449,-3.10879859487988,-2.70274987882829,-1.14864289873439,-2.91054550591134,-4.05918840464573,4,0.117123158187978,0.0210727969348659,0.931357225517929
"YDR128W","YDR128W","YDR128W","YDR128W MTC5 SGDID:S000002535, Chr IV from 709549-712995, Genome Release 64-2-1, Verified ORF, Subunit of the SEA (Seh1-associated) complex; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a",0.14354,0.25839,0.27817,0.34522,0.27357,1.3282,0.21517,NA,0.555516854367429,0.805776026881409,0.205970486372534,NA,-0.848097411277614,-0.311549211234797,-2.27949046725767,NA,-2.80047526906493,-1.84596125798713,-1.87001806358261,-2.21645115020981,-1.95237785778732,-1.53441204675233,0.409472403675067,NA,-1.14637902992336,-1.02577250028819,-2.18322643521112,3,0.190224551546372,0.021455938697318,0.720733431073727
"YCL029C","YCL029C","YCL029C","YCL029C BIK1 SGDID:S000000534, Chr III from 69921-68599, Genome Release 64-2-1, reverse complement, Verified ORF, Microtubule-associated protein; component of the interface between microtubules and kinetochore, involved in sister chromatid separation; ess",0.092002,0.13093,0.15762,0.18321,0.11082,0.20053,0.089569,0.71139,0.702680821813183,0.860324218110365,0.55263551588291,0.125907027087814,-0.509058571098036,-0.21704764470962,-0.855599812972837,-2.98956929029089,-3.4421909660103,-2.66547748858202,-3.17370982273322,-3.48085669058143,-2.93313239491226,-2.4484298438724,-2.31811000976038,-0.491287400290534,-1.14281882976785,-2.0477399122089,-3.19055874197674,4,0.166966556836126,0.0218390804597701,0.777370508708806
"YOR353C","YOR353C","YOR353C","YOR353C SOG2 SGDID:S000005880, Chr XV from 1000828-998453, Genome Release 64-2-1, reverse complement, Verified ORF, Key component of the RAM signaling network; required for proper cell morphogenesis and cell separation after mitosis",0.079487,0.32031,0.096701,0.18843,0.11972,0.21761,0.13409,0.21988,0.248156473416378,0.513193228254524,0.550158540508249,0.609832635983264,-2.01067800558018,-0.962425961147358,-0.862080671439773,-0.713514734780252,-3.65313726106489,-3.37032538086287,-3.06226391093871,-2.8987264451793,-1.64245925548471,-2.40789941971552,-2.20018323949894,-2.18521171039905,-1.13717484323689,-2.10893840627455,-3.24611324951145,4,0.0310087573054571,0.0222222222222222,1.50851563802571
"YJL085W","YJL085W","YJL085W","YJL085W EXO70 SGDID:S000003621, Chr X from 272827-274698, Genome Release 64-2-1, Verified ORF, Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to S",0.10458,0.2536,0.078029,0.24828,0.14254,0.17724,0.1329,0.32161,0.412381703470032,0.314278234251651,0.804220266305574,0.413233419358851,-1.27794777017993,-1.66988573501461,-0.314337402456939,-1.27497116112575,-3.25732111958997,-3.67984577887026,-2.81056126540781,-2.91158699027328,-1.97937334941004,-2.00996004385565,-2.49622386295087,-1.63661582914753,-1.13428551719431,-2.03054327134102,-3.16482878853533,4,0.0293292864398269,0.0226053639846743,1.53269850295929
"YGL071W","YGL071W","YGL071W","YGL071W AFT1 SGDID:S000003039, Chr VII from 372012-374084, Genome Release 64-2-1, Verified ORF, Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron ",0.32586,0.557,0.088818,0.58855,0.28636,0.26433,0.10772,NA,0.585026929982047,0.150909863223176,1.08334279120796,NA,-0.7734250584694,-2.7282409937402,0.11548981259156,NA,-1.61767582579145,-3.49300410465038,-1.80409811007809,-3.21464195993514,-0.844250767322055,-0.764763110910185,-1.91958792266965,NA,-1.12872541320601,-1.17620060030063,-2.53235500011377,3,0.31115592667885,0.0229885057471264,0.507021922465443
"YAL039C","YAL039C","YAL039C","YAL039C CYC3 SGDID:S000000037, Chr I from 69525-68716, Genome Release 64-2-1, reverse complement, Verified ORF, Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane spac",0.10061,0.15037,0.094844,0.52302,0.12491,0.16753,0.13078,0.26795,0.669082928775687,0.181339145730565,0.745597803378499,0.488076133607016,-0.579743059627892,-2.46323770121597,-0.423530485243364,-1.03482188765204,-3.31315438782135,-3.39829968070352,-3.00103911455559,-2.93478616649019,-2.73341132819345,-0.935061979487551,-2.57750862931222,-1.89996427883816,-1.12533328343481,-2.03648655395785,-3.16181983739266,4,0.0939141057875949,0.0233716475095785,1.02726917231719
